,Course id,English title,Danish title,Point( ECTS ),Course type,Location,Recommended prerequisites,Responsible,Department,Link
1515,62426,Cyber defence and legal aspects,Cyber defence og ledelsesansvar,5,BEng_Offered as a single course,Campus Ballerup,,Henrik Tange,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62426
1516,62427,Network Defense and attack handling,Netværksforsvar og angrebshåndtering,5,BEng_Offered as a single course,Campus Ballerup,,Henrik Tange,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62427
1517,62428,Secure implementation of systems,Sikker implementation af systemer,5,BEng_Offered as a single course,Campus Ballerup,,Henrik Tange,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62428
1518,62434,Applied cryptography,Anvendt kryptografi,5,BEng_Offered as a single course,Campus Ballerup,,Henrik Tange,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62434
1519,62443,Data Communication,Datakommunikation,5,"BEng_Mandatory course, Bachelor of Engineering IT and Economics",Campus Ballerup,,Henrik Tange,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62443
1520,62444,Data visualization and analysis - project,Data visualisering og analyse - projekt,5,"BEng_Mandatory course, Bachelor of Engineering Mobility, Transport and Logistics_Mandatory course, Bachelor of Engineering Manufacturing and Management",Campus Ballerup,"62518,62533, /",John Aasted Sørensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62444
1521,62445,Advanced Internet Technology,Avanceret Internetteknologi,"7,5",BEng_Offered as a single course,Campus Ballerup,,Henrik Tange,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62445
1522,62450,Information technology 2,Informationsteknologi 2,5,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,"62420, ",Bo Holst-Christensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62450
1523,62452,Bio-medical electronics 2,Medicoteknik 2,5,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,"01901,62422, /",Niels-Ebbe Dam,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62452
1524,62453,Semester Project 2 Healthcare technology,Semesterprojekt 2 Sundhedsteknologi,5,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,"62450,62452,62454,62516, /,/,/, , Knowledge equivalent to the   semester's courses: 62450 Information Technology 2, 62452   Bio-medical electronics 2, 62454 Healthcare Science 2, 01920   Calculus and Algebra 2",Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62453
1525,62454,Healthcare Science 2,Sundhedsvidenskab 2,10,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology","Classes take place in the 13-week period on Thursdays andFridays at University College Copenhagen, Sigurdsgade 26, 2200København N.",", Documented knowledge equivalent to the 1st semester classes inhealthcare science.",Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62454
1526,62484,Semester project 3 Healthcare technology,Semesterprojekt 3 Sundhedsteknologi,5,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,"62418,62581,62908, .,., , Knowledge corresponding to the   semester courses.",Christian Budtz,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62484
1527,62501,Linux Server and Network,Linux server og netværk,5,BEng_Offered as a single course,Campus Ballerup,", Knowledge corresponding to a Data Communication class andprogramming skills",Birger Andersen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62501
1528,62505,Introduction to embedded systems,Introduktion til indlejrede systemer,10,"BEng_Mandatory course, Bachelor of Engineering IT Electronics",Campus Ballerup,,Tomasz Blaszczyk,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62505
1529,62512,Telemedicine 1,Telemedicin 1,5,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,,Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62512
1530,62514,Object-oriented programming,Objektorienteret programmering,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering IT Electronics",Campus Ballerup,"62557, ",Bjørn Klint Christensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62514
1531,62517,Medical Imaging Systems,Billeddannende modaliteter,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering Healthcare Technology",The course takes place at University CollegeCopenhagen.,"62482, ",Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62517
1532,62518,Applied medical statistics,Anvendt medicinsk statistik,5,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",The course takes place at DTU Ballerup Campus.,"62525, ",Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62518
1533,62521,Design-build project,Design-build projekt,10,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,"62423,62453,62484, .,., , Courses corresponding to   completed 3. semester Healthcare   Technology",Ian Bridgwood,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62521
1534,62523,Healthcare Science 1,Sundhedsvidenskab 1,"7,5","BEng_Mandatory course, Bachelor of Engineering Healthcare Technology","Undervisning i 13 ugers periodens torsdage og fredage påUniversity College Copenhagen, Sigurdsgade 26, 2200 KøbenhavnN.",", Documented knowledge corresponding to the matriculation levelof the education program.",Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62523
1535,62525,Digital Signal Processing.,Digital Signalbehandling.,5,"BEng_Mandatory course, Bachelor of Engineering IT Electronics_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,,Iver Mølgaard Ottosen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62525
1536,62530,Network Security,Netværkssikkerhed,5,BEng_Offered as a single course,Campus Ballerup,"62577,62443,62581,62229, /,/,/, , Data communication and   programming and system architecture   skills",Birger Andersen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62530
1537,62531,Development Methods for IT Systems,Udviklingsmetoder til IT-systemer,5,"BEng_Mandatory course, Bachelor of Engineering IT and Economics_Mandatory course, Bachelor of Engineering Software Technology",Campus Lyngby,"02312,02314,02315, /, , The course provides the project   foundation in DTU's CDIO concept. It is required to follow   courses 02312/02314 and 62532 at the same time, or that similar   prerequisites have been attained.",Christian Budtz,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62531
1538,62532,Version control and test methods,Versionsstyring og testmetoder,5,"BEng_Mandatory course, Bachelor of Engineering IT and Economics_Mandatory course, Bachelor of Engineering Software Technology",Campus Lyngby,", It is required to follow course 62531 and 02312/14 at the sametime, or that you have similarprerequisites.",Ian Bridgwood,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62532
1539,62533,Applied Machine Learning and Big Data,Anvendt machine learning og big data,5,BEng_Offered as a single course,Campus Ballerup,", You must have programming knowledge and desire to learn moreprogramming. The course introduces R/Python. Bring your own PC(Mac, Windows or Linux). Depending on your data size you mustexpect to allocate funds for the storage and processing of thedata.",Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62533
1540,62547,Embedded C/C++ Smart Applications,Indlejrede C/C++ smarte applikationer,5,BEng_Offered as a single course,Campus Ballerup,", Student must know one of the programming languages: Java, C#,PHP, Python, C, or C++. Student should have basic knowledge ofdigital hardware.",Tomasz Blaszczyk,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62547
1541,62550,User experience and mobile application development,Brugerinteraktion og udvikling på mobile enheder,10,"BEng_Mandatory course, Bachelor of Engineering IT and Economics_Mandatory course, Bachelor of Engineering Software Technology",Campus Ballerup,"02313,02314,02312,  /, , The course is part of DTU's CDIOconcept as the main project course on the 3rd semester, andcollaborates with course 02369 with a common project. It is assumedthat course 02369 is followed concurrently with this course.Knowledge of object oriented programming. Knowledge of agilesoftware development and UML modeling.",Ian Bridgwood,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62550
1542,62557,Hardware-oriented programming,Hardware-nær programmering,5,"BEng_Mandatory course, Bachelor of Engineering IT Electronics",Campus Ballerup,,Ole Schultz,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62557
1543,62558,Linux and C Programming,Linux og C Programmering,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering IT Electronics",Campus Ballerup,,John Aasted Sørensen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62558
1544,62560,"Standards, Safety and Quality in the Healthcare
System","Standarder, sikkerhed og kvalitet i sundhedsvæsenet",5,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,"62480,62481,62482,62483,62484, .­,.­,.­,.­, , Documented knowledge equivalent   to the study programme's 3rd   semester",Henrik Bechmann,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62560
1545,62573,"Programming intelligent vehicles and Mobile
Applications",Programmering af intelligente køretøjer og mobileapplikationer,5,BEng_Offered as a single course,Campus Ballerup,"62734,62557,62514,62800,62609,62677,02808,62547,62583,62415,62416,62417,62019,62030,62194, /,/,/,/,/,/,/,/,/,/,/,/,/,/, , The first 4 semesters must be   passed. The participants is expected to participate with one or   more skills within: programming, innovation, marketing,   mechatronic, electronics, and mobile applications development   (one or more of courses shown above or equivalent). The Software   technology students who has not had the course in mobile   application development, must participate in the mobile   application course in parallel with this. If you want to develop   on robot vehicle, you should at least be able to program an   Arduino or master Python or a e.g. Lego mindstorm in JAVA or   equivalent. DTU Diplom has 2 el-cars and DTU Engineering   Technology provides some vehicles for service robot   programming",Ole Schultz,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62573
1546,62575,Security in Embedded Systems,Sikkerhed i indlejrede systemer,5,"BEng_Offered as a single course_Mandatory course, Bachelor of Engineering IT Electronics",Campus Ballerup,"02325,62577, /",Birger Andersen,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62575
1547,62577,Data Communication,Datakommunikation,5,"BEng_Mandatory course, Bachelor of Engineering IT Electronics_Mandatory course, Bachelor of Engineering Software Technology",Campus Lyngby,,Henrik Tange,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62577
1548,62581,IT and Computer Communication,IT og kommunikation,10,"BEng_Mandatory course, Bachelor of Engineering Healthcare Technology",Campus Ballerup,"62420,62450, .",Christian Budtz,62 Department of Engineering Technology and Didactics,https://kurser.dtu.dk/course/62581
