,Kursus id,Engelsk titel,Dansk titel,Point( ECTS ),Kursustype,Undervisningens placering,Anbefalede forudsætninger,Kursusansvarlig,Institut,Link
1493,62454,Healthcare Science 2,Sundhedsvidenskab 2,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi","Undervisningen foregår i 13-ugers periodens torsdage ogfredage på Københavns Professionshøjskole, Sigurdsgade 26, 2200København N.",", Dokumenteret viden svarende til uddannelsens 1. semesterundervisning i sundhedsvidenskab.",Henrik Bechmann,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62454
1494,62484,Semester project 3 Healthcare technology,Semesterprojekt 3 Sundhedsteknologi,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,"62418,62581,62908, .,., , Viden svarende til semestrets   kurser.",Christian Budtz,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62484
1495,62501,Linux Server and Network,Linux server og netværk,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, It og økonomi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,", Knowledge corresponding to a Data Communication class andprogramming skills",Birger Andersen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62501
1496,62505,Introduction to embedded systems,Introduktion til indlejrede systemer,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT-elektronik",Campus Ballerup,,Tomasz Blaszczyk,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62505
1497,62512,Telemedicine 1,Telemedicin 1,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup Der er projektsamarbejde med telemedicinsk behandlingsenhed isundhedssystemet.,,Henrik Bechmann,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62512
1498,62514,Object-oriented programming,Objektorienteret programmering,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning IT-elektronik",Campus Ballerup,"62557, ",Ian Bridgwood,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62514
1499,62517,Medical Imaging Systems,Billeddannende modaliteter,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Kurset gives på KøbenhavnsProfessionshøjskole.,"62482, ",Henrik Bechmann,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62517
1500,62518,Applied medical statistics,Anvendt medicinsk statistik,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Kurset er placeret på DTU Ballerup Campus.,"62525, ",John Aasted Sørensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62518
1501,62521,Design-build project,Design-build projekt,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,"62423,62453,62484, .,., , Kurser svarende til gennemført 3.   semester Sundhedsteknologi.",Ian Bridgwood,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62521
1502,62523,Healthcare Science 1,Sundhedsvidenskab 1,"7,5","Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi","Undervisning i 13 ugers periodens torsdage og fredage påKøbenhavns Professionshøjskole, Sigurdsgade 26, 2200 KøbenhavnN.",", Dokumenteret viden svarende til udannelsensoptagelseskrav.",Henrik Bechmann,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62523
1503,62525,Digital Signal Processing.,Digital Signalbehandling.,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT-elektronik_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,,Iver Mølgaard Ottosen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62525
1504,62530,Network Security,Netværkssikkerhed,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,"62577,62443,62581,62229, /,/,/, , Datakommunikation og færdigheder   i programmering og systemarkitektur",Birger Andersen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62530
1505,62531,Development Methods for IT Systems,Udviklingsmetoder til IT-systemer,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT og Økonomi_Obligatorisk kursus, Diplomingeniørretning Softwareteknologi",Campus Lyngby,"02312,02314,02315, /, , Kurset indgår som projektbærende   kursus i DTUs CDIO koncept. Det forudsættes at kurser   02312/02314 og 62532 følges samtidig, eller at man har   tilsvarende forudsætninger",Bjørn Klint Christensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62531
1506,62532,Version control and test methods,Versionsstyring og testmetoder,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT og Økonomi_Obligatorisk kursus, Diplomingeniørretning Softwareteknologi",Campus Lyngby,", Det forudsættes at kurset 62531 og 02312/14 følges samtidig,eller at man har tilsvarendeforudsætninger.",Ian Bridgwood,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62532
1507,62533,Applied Machine Learning and Big Data,Anvendt machine learning og big data,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,", Du skal have kendskab til programmering, og ønske om at læremere programmering. I kurset introduceres R/Python. Egen PC (medMac, Windows eller Linux) medbringes. Afhængig af dine datasstørrelse må du regne med at afsætte midler til lagring ogbehandling af disse.",John Aasted Sørensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62533
1508,62547,Embedded C/C++ Smart Applications,Indlejrede C/C++ smarte applikationer,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,", Den studerende skal kende mindst et af programmeringssprogeneJava, C#, PHP, Python, C eller C++. Den studerende skal have etbasalt kendskab til digital hardware.",Tomasz Blaszczyk,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62547
1509,62550,User experience and mobile application development,Brugerinteraktion og udvikling på mobile enheder,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT og Økonomi_Obligatorisk kursus, Diplomingeniørretning Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,"02313,02314,02312,  /, , Kurset indgår i DTU's CDIOkoncept som det projektbærende kursus på 3. semester, ogsamarbejder med kursus 02369 om et fælles projekt. Det forudsættesat 02369 følges samtidig med dette kursus. Kendskab tilobjektorienteret programmering. Kendskab til agil softwareudviklingog UML modellering.",Ian Bridgwood,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62550
1510,62557,Hardware-oriented programming,Hardware-nær programmering,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT-elektronik",Campus Ballerup,,Ole Schultz,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62557
1511,62558,Linux and C Programming,Linux og C Programmering,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning IT-elektronik_Tilvalgskurser, Diplomingeniørretning, It og økonomi",Campus Ballerup,,John Aasted Sørensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62558
1512,62560,"Standards, Safety and Quality in the HealthcareSystem","Standarder, sikkerhed og kvalitet isundhedsvæsenet",5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,"62480,62481,62482,62483,62484, .­,.­,.­,.­, , Dokumenteret viden svarende til   uddannelsens 3. semester.",Henrik Bechmann,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62560
1513,62573,Programming intelligent vehicles and MobileApplications,Programmering af intelligente køretøjer og mobileapplikationer,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi_Tilvalgskurser, Diplomingeniørretning, Maskinteknik_Tilvalgskurser, Diplomingeniørretning, Proces og Innovation_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Ballerup,"62734,62557,62514,62800,62609,62677,02808,62547,62583,62415,62416,62417,62019,62030,62194, /,/,/,/,/,/,/,/,/,/,/,/,/,/, , De første 4 semestre skal være   bestået. Deltagerne forventes at deltage med en eller flere   færdigheder indenfor: programmering, innovation, markedsføring,   mekatronik, elektronik og mobil applikationsudvikling (et af -   eller flere af overstående fag eller tilsvarende) overstående).   Software teknologi studerende, der ikke har haft mobile   applikations kurset, skal følge mobile application faget i   parallel med dette kursus. Hvis du ønsker at udvikle på robot   køretøj, så skal du kunne programmere min. på en Arduino eller   kunne programmere i Python eller Java programmering af Lego   mindstorm eller tilsvarende. DTU Diplom har 2 elbiler og DTU   Engineering Technology stiller nogle køretøjer til rådighed for   robot programmeringen.",Ole Schultz,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62573
1514,62575,Security in Embedded Systems,Sikkerhed i indlejrede systemer,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Elektroteknologi_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,"02325,62577, /",Birger Andersen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62575
1515,62577,Data Communication,Datakommunikation,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT-elektronik_Obligatorisk kursus, Diplomingeniørretning Softwareteknologi",Campus Lyngby,,Henrik Tange,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62577
1516,62581,IT and Computer Communication,IT og kommunikation,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Sundhedsteknologi",Campus Ballerup,"62420,62450, .",Christian Budtz,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62581
1517,62582,Complex Systems and Devops,Komplekse systemer og Devops,5,"Diplomingeniør_Tilvalgskurser, Diplomingeniørretning, It og økonomi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,"02324,62596,62597,02363,02315,62532, /((,/,).­,).­(,/,) , Kurset forudsætter erfaring med   backendudvikling i Java (alternativt C#) og erfaring med   JavaScript.",Christian Budtz,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62582
1518,62583,Programmering af embedded wireless systems andsensors,Programmering af Indlejrede trådløse systemer ogsensorer,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Ballerup,"02318,02312,62557,62558,62514,62576,62734, /,/,/,/,/,/, , Færdigheder indenfor   C-programmering, og/eller C++, Java og object-orienteret   programmering som er opnået f.eks. i et eller flere af   overstående kurser. Kendskab til netværk er en fordel",Ole Schultz,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62583
1519,62588,Operating systems,Operativsystemer,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning IT-elektronik_Obligatorisk kursus, Diplomingeniørretning Softwareteknologi",Campus Ballerup,"02312,62514,02326,62507,62409,02322, (,/,).­,.­(,/,/,) , Færdighed i imperativ og   objektorienteret programmering. Kendskab til grundlæggende   algoritmer og datastrukturer.",Bo Holst-Christensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62588
1520,62589,Business Intelligence,Business Intelligence,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Mobilitet, transport og logistik_Obligatorisk kursus, Diplomingeniørretning Produktion_Tilvalgskurser, Diplomingeniørretning, Eksport og Teknologi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Proces og Innovation_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi_Tilvalgskurser, Diplomingeniørretning, Sundhedsteknologi",Campus Ballerup,", Det er anbefalet med ikke krævet de studerende har kendskab tilstatistik, SQL og MS Excel.",Henrik Bechmann,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62589
1521,62597,"Backend development, operations and distributedSystems","Backendudvikling, drift og distribuerede systemer",5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning IT og Økonomi_Tilvalgskurser, Diplomingeniørretning, IT-elektronik_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Ballerup,", Kendskab til Java, objektorienteret programmering og basalforståelse for flertrådet programmering. Kendskab tilnetværksprotokoller, herunder TCP/IP ogHTTP.",Bo Holst-Christensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62597
1522,62598,Artificial intelligence in computer games,Kunstig intelligens i computerspil,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Softwareteknologi",Campus Ballerup,", Programmeringsfærdigheder svarende til kurset 02324 Vidergåendeprogrammering.",Bjørn Klint Christensen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62598
1523,62601,Thermodynamics and Mechanics for elektroingenier,Termodynamik og Mekanik for elektroingeniører,5,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Elektrisk energiteknologi",Campus Ballerup,,Markus Reinmöller,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62601
1524,62604,Thermodynamics and energy technology,Termodynamik og energiteknik,10,"Diplomingeniør_Obligatorisk kursus, Diplomingeniørretning Maskinteknik",Campus Ballerup,,Jens Michael Bertelsen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62604
1525,62605,Mechatronic - applied robottechnology,Mekatronik – Anvendt robotteknologi,5,Diplomingeniør_Kurset udbydes som enkeltfag,Campus Ballerup,"62677,62904,62800, /,.",Søren Beyer Nielsen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62605
1526,62606,"Mechatronics, applied discrete control","Mekatronik, anvendt diskret reguleringsteknik",10,"Diplomingeniør_Tilvalgskurser, Diplomingeniørretning, Maskinteknik",Campus Ballerup,"62677,62904,62800, /,., , 62677 Anvendt regulering 62904   Anvendt reguleringsteknik 62800 Introduktion til mekatronik og   robotteknik",Søren Beyer Nielsen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62606
1527,62609,"Mechatronics, sensors and actuators","Mekatronik, sensorer og aktuatorer",5,"Diplomingeniør_Tilvalgskurser, Diplomingeniørretning, Maskinteknik",Campus Ballerup,,Søren Beyer Nielsen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62609
1528,62614,Advanced Engineering Dynamics,Advanced Engineering Dynamics,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Tilvalgskurser, Diplomingeniørretning, Maskinteknik",Campus Ballerup,"62694,  , Et kursus i dynamik. God matematiskbaggrund.",Jens Michael Bertelsen,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62614
1529,62616,Plastics technology,Plastteknologi,5,"Diplomingeniør_Kurset udbydes som enkeltfag_Obligatorisk kursus, Diplomingeniørretning Maskinteknik",Campus Ballerup,"41681,41533,62603,41787,41788, (,).­(,).­(,).­(,).­(,) , Produktionsteknologi teori   (41787) eller (41788). Materialelære (41681). Dimensionering og   styrke 1 (41533). Termodynamik med projekt   (62603).",Mads Peter Schreiber,62Institut for Ingeniørteknologi og -didaktik,https://kurser.dtu.dk/course/62616
